scenario,t,qber_mean,qber_q05,qber_q50,qber_q95,margin_mean,margin_q05,margin_q50,margin_q95,psi_mean,psi_q05,psi_q50,psi_q95,p_secure,p_transition,p_insecure
low_disturbance,10.0,0.05025662025662026,0.04703624078624079,0.05031736281736282,0.05374692874692875,0.38804209635649484,0.35868245722721015,0.38740599796777664,0.41555082256083914,3.5276554214226805,3.260749611156456,3.5218727087979693,3.777734750553083,1.0,0.0,0.0
low_disturbance,11.0,0.050694103194103196,0.047240990990990994,0.05088042588042588,0.05374692874692875,0.3843501541845967,0.35868245722721015,0.3826425772101947,0.4137747017484036,3.4940923107690613,3.260749611156456,3.4785688837290425,3.76158819771276,1.0,0.0,0.0
low_disturbance,12.0,0.05114045864045864,0.0477528665028665,0.050931613431613426,0.05477067977067977,0.38059499229774285,0.3502395055248708,0.3822105666693038,0.4093461335642462,3.4599544754340257,3.183995504771553,3.474641515175489,3.721328486947693,1.0,0.0,0.0
low_disturbance,13.0,0.05165233415233415,0.048162366912366916,0.0516994266994267,0.05539516789516789,0.37628205738740983,0.3451183415636562,0.37574784314627263,0.4058152579584549,3.4207459762491803,3.1374394687605105,3.415889483147933,3.6892296178041355,1.0,0.0,0.0
low_disturbance,14.0,0.05158886158886159,0.04795761670761671,0.0516994266994267,0.05503173628173628,0.3768134651422109,0.3480960128764676,0.37574784314627263,0.40757937108105663,3.425576955838281,3.164509207967887,3.415889483147933,3.705267009827788,1.0,0.0,0.0
low_disturbance,15.0,0.0521942396942397,0.04861793611793612,0.052006552006552006,0.055543611793611794,0.3717367066900131,0.34390390492888073,0.3731725275437693,0.4018998004504918,3.3794246062728464,3.1263991357170977,3.392477523125175,3.6536345495499254,1.0,0.0,0.0
low_disturbance,16.0,0.05249180999180999,0.04928849303849304,0.05241605241605242,0.056168099918099915,0.36925418623448175,0.3388096024185342,0.3697473554741342,0.39615951966524965,3.356856238495289,3.080087294713947,3.3613395952194014,3.601450178774997,1.0,0.0,0.0
low_disturbance,17.0,0.05284398034398034,0.04873054873054873,0.05303030303030303,0.056828419328419325,0.36633873636945347,0.3334451349257838,0.3646278407474346,0.4009335513396328,3.3303521488132137,3.0313194084162167,3.3147985522494054,3.6448504667239345,1.0,0.0,0.0
low_disturbance,18.0,0.05291905541905542,0.04944717444717445,0.05297911547911548,0.05671580671580671,0.36569991800981594,0.33435799801457744,0.36505371101801937,0.3948051750417618,3.3245447091801448,3.039618163768886,3.3186701001638124,3.5891379549251075,1.0,0.0,0.0
low_disturbance,19.0,0.05319546819546819,0.04928849303849304,0.05303030303030303,0.05754504504504504,0.3634284080903008,0.3276501677643089,0.3646278407474346,0.39615951966524965,3.3038946190027345,2.978637888766445,3.3147985522494054,3.601450178774997,1.0,0.0,0.0
low_disturbance,20.0,0.0532036582036582,0.04914004914004914,0.05323505323505324,0.056976863226863225,0.36334833596930544,0.33224228042326437,0.3629261651387834,0.3974277362113464,3.30316669063005,3.0203843674842217,3.29932877398894,3.6129794201031493,1.0,0.0,0.0
low_disturbance,21.0,0.053925743925743924,0.05047092547092547,0.053951678951678954,0.057637182637182635,0.3573473257226931,0.3269068139868905,0.35698914385656144,0.3861049356366866,3.248612052024483,2.97188012715355,3.2453558532414677,3.5100448694244233,1.0,0.0,0.0
low_disturbance,22.0,0.05390458640458641,0.05006142506142506,0.053951678951678954,0.057432432432432436,0.357526030272749,0.32855871127004255,0.35698914385656144,0.3895773905016956,3.2502366388431727,2.9868973751822048,3.2453558532414677,3.5416126409245052,1.0,0.0,0.0
low_disturbance,23.0,0.05420898170898171,0.05082411957411957,0.05425880425880426,0.057944307944307945,0.3550186170229205,0.3244331414970618,0.35445361478070114,0.3831181332221373,3.2274419729356403,2.949392195427835,3.222305588915465,3.482892120201248,1.0,0.0,0.0
low_disturbance,24.0,0.05408476658476658,0.05051699426699427,0.05436117936117936,0.05723791973791974,0.3560330547331518,0.33013036073324814,0.3536096184629498,0.3857149957322654,3.2366641339377438,3.001185097574983,3.2146328951177257,3.5064999612024126,1.0,0.0,0.0
low_disturbance,25.0,0.05459527709527709,0.05091625716625717,0.05446355446355446,0.058261670761670756,0.3518327486487766,0.321882523870847,0.3527662104187359,0.38234079550871247,3.1984795331706963,2.926204762462245,3.2069655492612354,3.475825413715568,1.0,0.0,0.0
low_disturbance,26.0,0.05464987714987715,0.050573300573300575,0.05497542997542997,0.058251433251433254,0.35138153560190005,0.32196445498456905,0.34855795796045386,0.3852384025157507,3.1943775963809093,2.9269495907688095,3.1687087087313985,3.5021672955977334,1.0,0.0,0.0
low_disturbance,27.0,0.054502457002457,0.051315520065520065,0.05466830466830467,0.05820536445536446,0.3525685136390735,0.322334509350302,0.35108115498602555,0.37897671924567294,3.2051683058097593,2.9303137213663817,3.191646863509323,3.44524290223339,1.0,0.0,0.0
low_disturbance,28.0,0.05486008736008736,0.05122338247338248,0.055077805077805075,0.05867117117117117,0.34966032737320946,0.318598873188436,0.34771805780775156,0.37975125762749123,3.178730248847359,2.8963533926221454,3.1610732527977414,3.45228416024992,1.0,0.0,0.0
low_disturbance,29.0,0.05496314496314496,0.05117731367731368,0.05502661752661753,0.05861486486486486,0.34879309881088133,0.31904965088136755,0.3481380078841027,0.38013894526522096,3.170846352826194,2.9004513716487956,3.1648909807645698,3.4558085933201905,1.0,0.0,0.0
