replicate,mean_boundary,w_a,w_d,r_a,r_d,kappa,w_M
200,0.06764508031075422,0.05010113440763588,0.826813987753303,0.18207095068307325,1.1355628506195994,2.658519063629283,1.3419160116876936
201,0.0655460504613407,0.05189666491316333,0.9404520025276079,0.17096054106333508,1.192164303289713,2.411801618772322,1.4420537173607453
202,0.06532398996584621,0.05408751475979011,0.9231523133390583,0.1860520414802281,1.0878411422385852,2.5717956059570133,1.3425889018442305
203,0.06551803177197597,0.052573934785629814,0.8867367358256277,0.16951734385243475,1.1824980023570886,2.824951965105155,1.4703324877615958
204,0.0646633920370193,0.06036951321403577,0.8863262696963705,0.18426720899195428,1.1948649453680118,2.596679651722146,1.2655402002208351
205,0.06748422559528763,0.05120620284545683,0.8378563523539216,0.19670519111151777,1.0821879314735006,2.6773718726078513,1.2238020220606716
206,0.06490476902327288,0.05495731672338637,0.9433959075766171,0.1935770488161848,1.2029777323496862,2.683004441831502,1.2273460781669179
207,0.06277471907419163,0.05929629846489121,0.98722130654361,0.18611869063392766,1.0299094391194399,2.620283865801388,1.4431193970166771
208,0.06706547105665125,0.050174575696855066,0.9016497471699116,0.19681918614712635,1.1386251789619202,2.430810229375522,1.231512761555844
209,0.06268325501148309,0.05894424969904417,0.9826759027822879,0.19108890727198583,1.1621498746757397,2.718435046917881,1.4725913430050375
210,0.06586410991208373,0.053656203659188155,0.902704606292724,0.19439888354719478,1.024451914439747,2.436920913996897,1.384933259207261
211,0.06569347031736128,0.05972845131206292,0.8188458924781661,0.165849090230968,1.0973793614914895,2.6612610624479567,1.311294397561587
212,0.06450194412222539,0.056969100149230525,0.926501505052207,0.16623510874263406,1.112739880273137,2.565685367952542,1.3963460406930683
213,0.06739471628284371,0.05123344441852002,0.8537384380957352,0.18548728123427521,1.0834375323778083,2.375739023855106,1.351306868311874
