t,eta,attack,drift,shots,n_eff,qber_mean,qber_obs,secrecy_margin,leakage_burden,psi,dpsi_dt,dqber_dt,phase,scenario,repeat
39.0,0.075,0.16,0.015,10000,9547,0.10592335006949996,0.10673510003142349,-0.02683729647001726,0.19755132502356765,-0.24397542245470238,0.1109681492638141,-0.001990153975070706,insecure,transition_margin,65
40.0,0.075,0.16,0.015,10000,9547,0.10585749696052175,0.10464020111029643,-0.013928549106976666,0.19598015083272236,-0.12662317369978787,0.10605885257727675,-0.001885409029014351,insecure,transition_margin,65
41.0,0.075,0.16,0.015,10000,9547,0.10577740155893305,0.10296428197339479,-0.003504348903016378,0.19472321148004612,-0.03185771730014889,0.04738272819981949,-0.0008379595684508204,insecure,transition_margin,65
42.0,0.075,0.16,0.015,10000,9547,0.10568351373095557,0.10296428197339479,-0.003504348903016378,0.19472321148004612,-0.03185771730014889,-0.13226551911215031,0.002356761286267939,insecure,transition_margin,65
43.0,0.075,0.16,0.015,10000,9547,0.1055763211468931,0.10767780454593066,-0.03260276310768945,0.19825835340944803,-0.29638875552444954,-0.07679691251477504,0.0013616842987325822,insecure,transition_margin,65
44.0,0.075,0.16,0.015,10000,9547,0.105456347944461,0.10568765057085995,-0.020399669656266887,0.196765737928145,-0.18545154232969896,0.33816377918252194,-0.0059180894521839375,insecure,transition_margin,65
45.0,0.075,0.16,0.015,10000,9547,0.1053241532921613,0.09584162564156279,0.04179326831246538,0.18938121923117213,0.3799388028405944,-0.0786615534033101,0.0014140567717607633,secure,transition_margin,65
46.0,0.075,0.16,0.015,10000,9547,0.10518032985664054,0.10851576411438148,-0.03770521140499511,0.19888682308578615,-0.34277464913631916,-0.3613567259884568,0.006337069236409344,insecure,transition_margin,65
47.0,0.075,0.16,0.015,10000,9547,0.10502550217823178,0.10851576411438148,-0.03770521140499511,0.19888682308578615,-0.34277464913631916,0.05231899410603251,-0.0009427045145071755,insecure,transition_margin,65
48.0,0.075,0.16,0.015,10000,9547,0.104860324959133,0.10663035508536713,-0.026195032701667956,0.19747276631402538,-0.23813666092425415,0.05816228860410573,-0.0010474494605635237,insecure,transition_margin,65
49.0,0.075,0.16,0.015,10000,9547,0.1046854812689137,0.10642086519325443,-0.024909507912091847,0.19731564889494085,-0.2264500719281077,0.1449263422184826,-0.002566251178380642,insecure,transition_margin,65
50.0,0.075,0.16,0.015,10000,9547,0.1045016806722689,0.10149785272860584,0.005688762586398218,0.19362338954645442,0.051716023512711075,0.023433810273886857,-0.00041897978422541365,secure,transition_margin,65
51.0,0.075,0.16,0.015,10000,9547,0.10430965728415156,0.1055829056248036,-0.01975406965183674,0.19668717921860274,-0.179582451380334,-0.05663654871405481,0.0009950769875353496,insecure,transition_margin,65
