eta,attack,drift,shots,n_repeats,n_eff,qber_mean_det,qber_obs_mean,qber_obs_sd,qber_obs_ci_low,qber_obs_ci_med,qber_obs_ci_high,margin_mean,margin_sd,margin_ci_low,margin_ci_med,margin_ci_high,psi_mean,psi_sd,psi_ci_low,psi_ci_med,psi_ci_high,mean_leakage,p_secure,p_transition,p_insecure,dominant_phase,dp_secure_deta,profile_attack,profile_drift
0.0425,0.1,0.005,10000,250,9765,0.06218598426254234,0.06230455709165386,0.0024084953645147154,0.057291346646185355,0.062263184843830005,0.06705325140809013,0.2940297747243108,0.01885196312184494,0.2572801083274375,0.29421067894850134,0.33374442700589557,2.672997952039189,0.17138148292586308,2.338910075703977,2.6746425358954666,3.034040245508142,0.11622841781874041,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.045000000000000005,0.1,0.005,10000,250,9765,0.06468598426254234,0.06467424475166411,0.002587678239591531,0.0601126472094214,0.06456733230926778,0.06971582181259602,0.27564386089463355,0.01993165323830189,0.23721453324314845,0.27630942075305553,0.3111551593323539,2.505853280860305,0.18119684762092628,2.1564957567558953,2.5119038250277774,2.8286832666577624,0.11800568356374809,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.0475,0.1,0.005,10000,250,9765,0.06718598426254233,0.0672757808499744,0.002582695513430472,0.06233230926779314,0.06728110599078341,0.07207117255504353,0.25574363390160654,0.019608593106656032,0.21972753780676563,0.25555028943920316,0.2936702722203181,2.3249421263782413,0.17825993733323664,1.9975230709705964,2.3231844494473015,2.6697297474574375,0.11995683563748079,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.05,0.1,0.005,10000,250,9765,0.06968598426254233,0.06942467997951869,0.0026828498708322693,0.06425499231950846,0.0695852534562212,0.0748694316436252,0.239553192257377,0.0200968545137898,0.1992633719908762,0.23819108909119974,0.2787211065000376,2.1777562932488816,0.18269867739808907,1.8114851999170565,2.1653735371927247,2.5338282409094326,0.12156850998463903,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.052500000000000005,0.1,0.005,10000,250,9765,0.07218598426254233,0.07229943676395288,0.002698901914736115,0.06742959549411162,0.07214541730670762,0.07760112647209422,0.21820145730337026,0.019851778833354504,0.1795996692517221,0.21918026421419062,0.25442447215980146,1.9836496118488203,0.18047071666685913,1.6327242659247465,1.9925478564926422,2.3129497469072864,0.12372457757296468,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.055,0.1,0.005,10000,250,9765,0.07468598426254233,0.07461136712749615,0.002770393579569736,0.0689426523297491,0.07475678443420379,0.07964925755248337,0.20129631460560996,0.020154002715779256,0.16505480363175873,0.20008021620521138,0.2430082676143243,1.8299664964146358,0.18321820650708415,1.5004982148341703,1.8189110564110125,2.20916606922113,0.12545852534562213,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.0575,0.1,0.005,10000,250,9765,0.07718598426254233,0.07713835125448028,0.0028790927050287947,0.07160522273425499,0.0771121351766513,0.08282386072708654,0.18307665228114678,0.020616690565715228,0.14283522457140987,0.18309707282507331,0.2231676975326701,1.6643332025558797,0.18742445968832022,1.2985020415582715,1.6645188438643028,2.0287972502970013,0.12735376344086022,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.060000000000000005,0.1,0.005,10000,250,9765,0.07968598426254234,0.079721044546851,0.0028136823819647806,0.07465437788018434,0.07946748591909883,0.08520225294418843,0.1647028740228906,0.019841065445597262,0.12644003162234735,0.16633889002618024,0.20082381572739944,1.497298854753551,0.1803733222327024,1.1494548329304304,1.5121717275107294,1.8256710520672677,0.12929078341013825,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.0625,0.1,0.005,10000,250,9765,0.08218598426254234,0.08225171530977983,0.0028686623105086515,0.0773399897593446,0.08233486943164363,0.08802355350742447,0.14696750267024822,0.019944730004756266,0.1072630172218652,0.1462324394674684,0.18146620959829776,1.336068206093166,0.18131572731596604,0.9751183383805927,1.3293858133406218,1.6496928145299796,0.13118878648233487,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.065,0.1,0.005,10000,250,9765,0.08468598426254234,0.0847221710189452,0.002670244298161326,0.0802073732718894,0.0847926267281106,0.0904352278545827,0.12986412246083273,0.01829449737490284,0.09109775156466916,0.12924866316093103,0.16112012039472323,1.1805829314621157,0.16631361249911672,0.8281613778606287,1.1749878469175548,1.4647283672247566,0.1330416282642089,1.0,0.0,0.0,secure,0.0,0.1,0.005
0.0675,0.1,0.005,10000,250,9765,0.08718598426254234,0.08730445468509984,0.0026602306980727545,0.08266513056835638,0.08755760368663594,0.0923015873015873,0.1122509652652007,0.018019772875714695,0.07872746666412653,0.1104101239458562,0.1439369987851865,1.0204633205927338,0.16381611705195173,0.7157042424011504,1.0037283995077837,1.308518170774423,0.1349783410138249,1.0,0.0,0.0,secure,2.842170943040401e-14,0.1,0.005
0.06999999999999999,0.1,0.005,10000,250,9765,0.08968598426254233,0.09002232462877625,0.003043671697452179,0.08440604198668715,0.08991295442908347,0.09642089093701997,0.09401263627116907,0.020293482852497522,0.05184651844043907,0.0945806008195707,0.1319050651446893,0.8546603297379008,0.18448620774997748,0.47133198582217334,0.8598236438142791,1.1991369558608118,0.1370167434715822,1.0,0.0,0.0,secure,-2.842170943040401e-14,0.1,0.005
