eta,attack,drift,shots,n_repeats,n_eff,qber_mean_det,qber_obs_mean,qber_obs_sd,qber_obs_ci_low,qber_obs_ci_med,qber_obs_ci_high,margin_mean,margin_sd,margin_ci_low,margin_ci_med,margin_ci_high,psi_mean,psi_sd,psi_ci_low,psi_ci_med,psi_ci_high,mean_leakage,p_secure,p_transition,p_insecure,dominant_phase,dp_secure_deta,profile_attack,profile_drift
0.0725,0.1,0.005,10000,250,9765,0.09218598426254233,0.09200696364567332,0.0026150222551278887,0.08690988223246288,0.09201228878648234,0.09726318484383001,0.08078947919769242,0.017269221414941582,0.046419902524435334,0.08063675990180946,0.11479846449429357,0.7344498108881128,0.15699292195401437,0.4219991138585031,0.7330614536528133,1.043622404493578,0.138505222734255,1.0,0.0,0.0,secure,-0.8000000000000114,0.1,0.005
0.075,0.1,0.005,10000,250,9765,0.09468598426254234,0.0945900665642601,0.0028236692790261507,0.08952636968766,0.09431643625192013,0.09990271377368151,0.06385644889693631,0.018379514710544022,0.029564869962601197,0.06550755624528487,0.09716519644579523,0.58051317179033,0.167086497368582,0.26877154511455636,0.5955232385934989,0.8833199676890476,0.14044254992319508,0.996,0.004,0.0,secure,-0.8000000000000114,0.1,0.005
0.0775,0.1,0.005,10000,250,9765,0.09718598426254234,0.09709042498719919,0.0030189838170617293,0.09126728110599078,0.09697900665642602,0.10289554531490015,0.04768049378424196,0.0194363163894286,0.010723787906448172,0.048248091014644945,0.08556753875117261,0.43345903440219974,0.17669378535844182,0.09748898096771065,0.43861900922404495,0.777886715919751,0.1423178187403994,0.996,0.0,0.004,secure,-10.399999999999977,0.1,0.005
0.08,0.1,0.005,10000,250,9765,0.09968598426254234,0.09991602662570404,0.0030747207894236336,0.0942831541218638,0.09984639016897082,0.10573988735279058,0.02963139386030037,0.019503176583894517,-0.006922694210672482,0.029922062425861207,0.06572508039629038,0.26937630782091243,0.17730160530813197,-0.0629335837333862,0.27201874932601094,0.597500730875367,0.14443701996927805,0.944,0.02,0.036,secure,-47.200000000000216,0.1,0.005
0.08249999999999999,0.1,0.005,10000,250,9765,0.10218598426254233,0.10197849462365592,0.0033921411128506173,0.09536354326676907,0.10204813108038915,0.10832309267793139,0.01664764199421008,0.021315801799079333,-0.022735138859769476,0.016029857352520827,0.05869173127902176,0.15134219994736434,0.19378001635526668,-0.20668308054335888,0.1457259759320075,0.5335611934456523,0.14598387096774196,0.76,0.056,0.184,secure,-104.80000000000004,0.1,0.005
0.08499999999999999,0.1,0.005,10000,250,9765,0.10468598426254233,0.10496589861751153,0.0031271983684560364,0.09870967741935484,0.10486431131592422,0.1121121351766513,-0.0019960050674723007,0.019339929978701362,-0.04556918060135392,-0.0015172261157749296,0.03715553797313403,-0.01814550061338456,0.1758175452609215,-0.41426527819412656,-0.013792964688862996,0.33777761793758204,0.14822442396313362,0.42,0.088,0.492,insecure,-113.59999999999991,0.1,0.005
0.0875,0.1,0.005,10000,250,9765,0.10718598426254233,0.10700419866871479,0.0031363385677598207,0.1010752688172043,0.10691244239631337,0.11334101382488479,-0.014539168822877731,0.01920042769072051,-0.05288483830752633,-0.014125246149499561,0.02214925285185715,-0.13217426202616123,0.1745493426429137,-0.4807712573411484,-0.1284113286318142,0.20135684410779225,0.1497531490015361,0.192,0.092,0.716,insecure,-72.79999999999994,0.1,0.005
0.09,0.1,0.005,10000,250,9765,0.10968598426254234,0.10961515616999488,0.0031434630369016688,0.10324884792626728,0.10957501280081926,0.11571940604198669,-0.030423659172059993,0.018994391594577397,-0.06692090049783989,-0.03032646449403459,0.008518234546753455,-0.27657871974599996,0.1726762872234309,-0.6083718227076353,-0.27569513176395083,0.07743849587957687,0.15171136712749614,0.056,0.016,0.928,insecure,-36.79999999999997,0.1,0.005
0.0925,0.1,0.005,10000,250,9765,0.11218598426254234,0.11211469534050178,0.0030669140973367294,0.10624167946748592,0.11193036354326677,0.11802867383512544,-0.04544874024845529,0.01830788030935508,-0.08039624387811903,-0.044483393207793875,-0.01001007331152538,-0.413170365895048,0.16643527553959162,-0.7308749443465367,-0.40439448370721703,-0.09100066646841255,0.1535860215053763,0.008,0.004,0.988,insecure,-11.19999999999999,0.1,0.005
0.095,0.1,0.005,10000,250,9765,0.11468598426254234,0.1146437275985663,0.0030845817402657466,0.10885816692268305,0.11438812083973374,0.12118023553507425,-0.06045826181691276,0.018163235098534198,-0.0985486240286134,-0.05908418485982597,-0.025985410409414544,-0.5496205619719342,0.16512031907758362,-0.8958965820783037,-0.5371289532711452,-0.2362310037219504,0.15548279569892476,0.0,0.0,1.0,insecure,-1.5999999999999988,0.1,0.005
0.0975,0.1,0.005,10000,250,9765,0.11718598426254234,0.117321044546851,0.00340960707467707,0.1105657962109575,0.11756272401433691,0.1232283666154634,-0.07612121255911082,0.019895291332359333,-0.11020088199904055,-0.077689338176464,-0.03630118093036283,-0.6920110232646437,0.1808662848396303,-1.0018261999912776,-0.7062667106951274,-0.3300107357305712,0.15749078341013825,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.09999999999999999,0.1,0.005,10000,250,9765,0.11968598426254233,0.12007250384024579,0.00310028474897406,0.11389912954429084,0.11991807475678444,0.12634664618535588,-0.09206876542326996,0.01781384431982324,-0.12772703528343202,-0.09131164779622497,-0.05619302350021871,-0.8369887765751812,0.16194403927112036,-1.1611548662130184,-0.8301058890565907,-0.5108456681838064,0.15955437788018434,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1025,0.1,0.005,10000,250,9765,0.12218598426254233,0.1225589349718382,0.003088411139655824,0.11599334357398873,0.12247823860727086,0.12816692268305171,-0.10627732549155891,0.01756605045890372,-0.13783979004212704,-0.1059465502678631,-0.06852700784784635,-0.966157504468717,0.15969136780821563,-1.253089000382973,-0.9631504569805736,-0.622972798616785,0.16141920122887865,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.105,0.1,0.005,10000,250,9765,0.12468598426254233,0.1243825908858167,0.0032527979127430005,0.11838197644649258,0.12416794674859191,0.13067076292882746,-0.11657865070722201,0.01831833394571402,-0.15161077107749404,-0.11550895685909351,-0.08244489858456688,-1.0598059155201998,0.16653030859740017,-1.3782797370681277,-1.0500814259917592,-0.7494990780415172,0.1627869431643625,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1075,0.1,0.005,10000,250,9765,0.12718598426254235,0.1270967741935484,0.0033438819399205944,0.12080645161290322,0.12713773681515617,0.13399129544290836,-0.13176022135828158,0.01857620961583391,-0.16962706686865806,-0.13213262949034194,-0.09640987165155776,-1.1978201941661955,0.16887463287121737,-1.5420642442605277,-1.2012057226394721,-0.8764533786505251,0.1648225806451613,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.11,0.1,0.005,10000,250,9765,0.12968598426254235,0.1299141833077317,0.0032205739312006878,0.12411674347158218,0.1296979006656426,0.13674603174603173,-0.14733485914009795,0.017649739811430823,-0.18436700770951617,-0.146279146588211,-0.11522033817074123,-1.3394078103645264,0.16045218010391657,-1.676063706450147,-1.329810423529191,-1.0474576197340113,0.16693563748079876,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1125,0.1,0.005,10000,250,9765,0.13218598426254236,0.13195289298515103,0.003525150430851015,0.1245289298515105,0.13189964157706094,0.13838453661034306,-0.15844467049661187,0.019157818001932274,-0.19304553792583756,-0.15831106833475833,-0.11754006823942008,-1.4404060954237443,0.174161981835748,-1.7549594356894322,-1.4391915303159848,-1.068546074903819,0.1684646697388633,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.11499999999999999,0.1,0.005,10000,250,9765,0.13468598426254233,0.13450855094726064,0.0031728339231232006,0.1279057859703021,0.1345110087045571,0.14099078341013827,-0.17228570607744578,0.017049831865341834,-0.20671639891505308,-0.1724231828564659,-0.1363943806560461,-1.5662336916131432,0.15499847150310758,-1.8792399901368462,-1.5674834805133264,-1.2399489150549645,0.17038141321044545,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1175,0.1,0.005,10000,250,9765,0.13718598426254233,0.1370715821812596,0.0036629143600499276,0.12964669738863288,0.13691756272401434,0.1432667690732207,-0.1859337516973527,0.019441214765759964,-0.21852231070429723,-0.18527880628574506,-0.14599790120314865,-1.6903068336122973,0.1767383160523633,-1.9865664609481566,-1.6843527844158641,-1.3272536473013514,0.1723036866359447,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.12,0.1,0.005,10000,250,9765,0.13968598426254233,0.1398279569892473,0.003148304889170834,0.133868407578085,0.1395289298515105,0.14626984126984127,-0.20051870409643166,0.01650399671913193,-0.23391343408683418,-0.19906854188518436,-0.16896628350434287,-1.8228973099675605,0.15003633381029025,-2.126485764425765,-1.8097140171380395,-1.5360571227667534,0.1743709677419355,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1225,0.1,0.005,10000,250,9765,0.14218598426254234,0.14235985663082437,0.003335383963987674,0.13608806963645675,0.14229390681003584,0.14921658986175115,-0.2137018732550924,0.017266084321781682,-0.24881334610070147,-0.21349088838339986,-0.1808634490160925,-1.9427443023190216,0.15696440292528802,-2.261939510006377,-1.9408262580309077,-1.6442131728735683,0.17626989247311828,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.125,0.1,0.005,10000,250,9765,0.14468598426254234,0.14486717869943677,0.003632907129153875,0.13819252432155657,0.1447004608294931,0.1521300563236047,-0.22659785527312856,0.01859822656927145,-0.26335131281753044,-0.22589647431104692,-0.19203200664879824,-2.059980502482987,0.1690747869933768,-2.3941028437957312,-2.0536043119186083,-1.745745514989075,0.17815038402457758,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1275,0.1,0.005,10000,250,9765,0.14718598426254234,0.14701484895033282,0.00379362484708348,0.14044546850998463,0.14715821812596006,0.15461085509472608,-0.23753467943309226,0.01923594090717613,-0.27558035018696503,-0.23842662248038543,-0.2038694359795607,-2.159406176664475,0.17487219006523755,-2.505275910790591,-2.167514749821686,-1.8533585089050972,0.17976113671274963,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.13,0.1,0.005,10000,250,9765,0.14968598426254234,0.14948407578085,0.0036048643641231875,0.14269841269841269,0.1495647721454173,0.15637480798771122,-0.25000937767425874,0.018103811921398195,-0.28419293765606296,-0.2505611110022767,-0.21558554306038633,-2.2728125243114428,0.1645801083763472,-2.583572160509663,-2.277828281838879,-1.959868573276239,0.18161305683563747,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1325,0.1,0.005,10000,250,9765,0.15218598426254235,0.15187547363031234,0.003862285490236292,0.1441321044546851,0.15166410650281617,0.1598899129544291,-0.26192241854139625,0.01914526985650553,-0.3011530681325952,-0.2610392158168386,-0.2229788148589045,-2.3811128958308756,0.17404790778641388,-2.7377551648417744,-2.373083780153078,-2.02708013508095,0.18340660522273428,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.135,0.1,0.005,10000,250,9765,0.15468598426254235,0.1548448540706605,0.0037606422655383433,0.1469994879672299,0.15519713261648746,0.16198412698412698,-0.27657135760290236,0.018440336974225972,-0.3111312870344979,-0.27845045344368485,-0.23762151528784883,-2.5142850691172938,0.16763942703841794,-2.8284662457681624,-2.531367758578953,-2.1601955935258985,0.18563364055299542,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1375,0.1,0.005,10000,250,9765,0.15718598426254235,0.15667014848950334,0.0034767486237365134,0.15056067588325653,0.15678443420378904,0.16323604710701484,-0.28549686403794255,0.01687706903620506,-0.3170516022168712,-0.286183193320576,-0.25554421068964245,-2.5954260367085684,0.15342790032913692,-2.882287292880647,-2.6016653938234184,-2.3231291880876586,0.1870026113671275,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.14,0.1,0.005,10000,250,9765,0.15968598426254235,0.15944126984126986,0.0036443363075639584,0.15216589861751154,0.15944700460829492,0.16639784946236558,-0.29886087792375216,0.017504067921667747,-0.3318562602995687,-0.2990309346888806,-0.26352872617685175,-2.7169170720341103,0.15912789019697954,-3.0168750936324433,-2.7184630426261873,-2.395715692516834,0.1890809523809524,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.14250000000000002,0.1,0.005,10000,250,9765,0.16218598426254235,0.16253189964157708,0.0036374068479195416,0.15465693804403483,0.16282642089093702,0.1696748591909882,-0.3135859302357461,0.017238074985621472,-0.3469814307587981,-0.31511814536999244,-0.2758062229765978,-2.8507811839613284,0.15670977259655886,-3.154376643261801,-2.864710412454477,-2.5073292997872527,0.1913989247311828,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.14500000000000002,0.1,0.005,10000,250,9765,0.16468598426254236,0.16481228878648235,0.0038137526038777244,0.15729646697388633,0.16507936507936508,0.17236047107014849,-0.32430658740388035,0.017877021096925856,-0.3592130086263005,-0.32570839695356896,-0.28866586388134235,-2.9482417036716395,0.16251837360841687,-3.2655728056936413,-2.960985426850627,-2.6242351261940216,0.19310921658986177,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.14750000000000002,0.1,0.005,10000,250,9765,0.16718598426254236,0.16701771633384538,0.0037400383354107944,0.15925499231950846,0.1672299027137737,0.1744546850998464,-0.33459018951778896,0.01735936351394913,-0.3686498333650175,-0.33571813031594616,-0.2981090538497936,-3.0417289956162636,0.15781239558135574,-3.3513621215001588,-3.051983002872238,-2.710082307725396,0.19476328725038405,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.15000000000000002,0.1,0.005,10000,250,9765,0.16968598426254236,0.16973968253968252,0.0036808420857624507,0.16217869943676397,0.1697900665642601,0.1763773681515617,-0.3471405773965045,0.016883867672736457,-0.3772360332641508,-0.3475096211922101,-0.31205344080562575,-3.1558234308773137,0.153489706115786,-3.429418484219553,-3.1591783744746373,-2.836849461869325,0.1968047619047619,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.15250000000000002,0.1,0.005,10000,250,9765,0.17218598426254236,0.1722715821812596,0.0034667700898210413,0.1662288786482335,0.17204301075268819,0.17908602150537634,-0.35868968076348207,0.015703681174509713,-0.38920800164754926,-0.3577750953137235,-0.33107079953250085,-3.260815279668019,0.1427607379500883,-3.538254560432266,-3.252500866488395,-3.009734541204553,0.1987036866359447,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.155,0.1,0.005,10000,250,9765,0.17468598426254234,0.17420911418330776,0.0037481123741462097,0.16702508960573476,0.17450076804915515,0.18003072196620584,-0.3674072672958035,0.01688615799526334,-0.3933494907350931,-0.3688565669527945,-0.3347689663043822,-3.340066066325486,0.15351052722966674,-3.5759044612281192,-3.3532415177526773,-3.043354239130747,0.20015683563748082,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1575,0.1,0.005,10000,250,9765,0.17718598426254234,0.1769867895545315,0.004085791980682521,0.16891449052739374,0.1770609318996416,0.18577316948284692,-0.3797777164505926,0.018115502104394908,-0.4181481144702679,-0.38027112019026726,-0.34349203385632937,-3.452524695005387,0.16468638276722644,-3.8013464951842533,-3.4570101835478844,-3.1226548532393577,0.20224009216589864,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.16,0.1,0.005,10000,250,9765,0.17968598426254234,0.1796919610855095,0.004102145715948492,0.17083717357910905,0.179621095750128,0.18719918074756783,-0.3917021116102002,0.01801417858421132,-0.42421190248392454,-0.39155587715869083,-0.35229357162670266,-3.560928287365456,0.16376525985646653,-3.8564718407629504,-3.5595988832608256,-3.2026688329700246,0.20426897081413212,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1625,0.1,0.005,10000,250,9765,0.18218598426254234,0.18226523297491043,0.00386648108779681,0.17418330773169483,0.18259088581669228,0.18871223758320532,-0.40293154633514705,0.016815721059727364,-0.43060052373255686,-0.4044854987229664,-0.3674317504433905,-3.6630140575922465,0.15287019145206693,-3.914550215750517,-3.6771408974815127,-3.340288640394459,0.20619892473118281,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.165,0.1,0.005,10000,250,9765,0.18468598426254235,0.1844067588325653,0.003851267351767893,0.17685611879160265,0.18448540706605224,0.19170506912442398,-0.4121653878724527,0.016531294377970424,-0.4431104655128801,-0.4126442617004607,-0.37936275196038366,-3.7469580715677524,0.15028449434518565,-4.028276959208001,-3.7513114700041883,-3.4487522905489425,0.20780506912442395,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1675,0.1,0.005,10000,250,9765,0.18718598426254235,0.18759201228878647,0.004073156941804658,0.17997439836149512,0.18760880696364568,0.19536866359447005,-0.425718136430883,0.0172553942242717,-0.45819728079092775,-0.4259457575552807,-0.3931029919828493,-3.870164876644391,0.1568672202206518,-4.16542982537207,-3.872234159593461,-3.5736635634804483,0.21019400921658984,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.17,0.1,0.005,10000,250,9765,0.18968598426254235,0.18967455197132613,0.0038258481665469335,0.1822862263184844,0.1894521249359959,0.1981336405529954,-0.4345044984143518,0.016019833458544647,-0.46942024548029054,-0.4337088716192851,-0.403165550570637,-3.9500408946759253,0.14563484962313314,-4.2674567770935505,-3.942807923811683,-3.665141368823973,0.2117559139784946,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.17250000000000001,0.1,0.005,10000,250,9765,0.19218598426254235,0.19204423963133643,0.004106826764165593,0.18384280593958013,0.19201228878648233,0.1995673323092678,-0.4443614492891481,0.017021517813908676,-0.47518480571345717,-0.44438515904195736,-0.40988477130789347,-4.039649538992256,0.1547410710355334,-4.319861870122337,-4.039865082199612,-3.726225193708122,0.2135331797235023,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.17500000000000002,0.1,0.005,10000,250,9765,0.19468598426254236,0.19439467485919099,0.004293943473641793,0.1857885304659498,0.19441884280593957,0.20218381976446492,-0.45404135671307333,0.01761756276414874,-0.4856094284465494,-0.4543096708477388,-0.41821654121672625,-4.127648697391576,0.16015966149226127,-4.414631167695903,-4.130087916797626,-3.8019685565156927,0.2152960061443933,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.17750000000000002,0.1,0.005,10000,250,9765,0.19718598426254236,0.19721863799283157,0.004165589558108376,0.1882232462877624,0.19723502304147467,0.20430107526881722,-0.46556410265579706,0.016898695186811946,-0.4939555645940889,-0.46578809933393356,-0.42854058571027526,-4.232400933234518,0.15362450169829045,-4.490505132673535,-4.234437266672123,-3.895823506457048,0.21741397849462366,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.18000000000000002,0.1,0.005,10000,250,9765,0.19968598426254236,0.1994015360983103,0.003853442271628339,0.19170506912442398,0.19953917050691244,0.20681515616999488,-0.4743863226647061,0.015478310567090217,-0.5037624458571917,-0.47507192426324124,-0.4431104655128801,-4.312602933315509,0.14071191424627474,-4.579658598701743,-4.318835675120375,-4.028276959208001,0.21905115207373274,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.18250000000000002,0.1,0.005,10000,250,9765,0.20218598426254236,0.2019035330261137,0.0038837168516785694,0.19472094214029698,0.2015873015873016,0.2092831541218638,-0.4843642372991471,0.015396684748871571,-0.5132809761624272,-0.4832436914281148,-0.4555479153892146,-4.403311248174065,0.139969861353378,-4.666190692385701,-4.393124467528317,-4.141344685356496,0.22092764976958526,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.18500000000000003,0.1,0.005,10000,250,9765,0.20468598426254236,0.20475330261136712,0.004094743959313302,0.196415770609319,0.20491551459293394,0.2121863799283154,-0.495579798125466,0.016050134689949196,-0.5243433774314585,-0.49636269379722403,-0.46246390354372585,-4.5052708920496904,0.14591031536317453,-4.766757976649623,-4.512388125429309,-4.204217304942962,0.22306497695852534,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1875,0.1,0.005,10000,250,9765,0.20718598426254234,0.2073405017921147,0.004348648893673562,0.19902201740911418,0.20727086533538147,0.21534818228366615,-0.5056324117456091,0.016816671442166295,-0.5362245819412288,-0.5055282122160274,-0.47299655058837736,-4.596658288596447,0.15287883129242089,-4.874768926738444,-4.595711020145703,-4.299968641712522,0.22500537634408604,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.19,0.1,0.005,10000,250,9765,0.20968598426254234,0.20997439836149515,0.0041144616134395195,0.2020711725550435,0.21003584229390682,0.21759088581669228,-0.5157819329878481,0.015734105245768543,-0.5445491158962651,-0.5161634832497235,-0.48516327525606456,-4.6889266635258915,0.14303732041607772,-4.950446508147864,-4.692395302270214,-4.410575229600587,0.22698079877112132,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1925,0.1,0.005,10000,250,9765,0.21218598426254234,0.2122924731182796,0.003973088706531686,0.20370967741935483,0.21249359959037378,0.2195135688684076,-0.5246089419212174,0.015088129707744253,-0.5516175281757139,-0.5255054032687219,-0.4916323578110656,-4.769172199283796,0.13716481552494775,-5.014704801597398,-4.777321847897471,-4.469385071009687,0.2287193548387097,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.195,0.1,0.005,10000,250,9765,0.21468598426254235,0.21462283666154633,0.004324119073156079,0.20713517665130568,0.21423451100870455,0.2235304659498208,-0.5333551956986201,0.016141928655614982,-0.5661846454127233,-0.5320595262271983,-0.5050027064687092,-4.848683597260183,0.1467448059601362,-5.147133140115666,-4.836904783883621,-4.590933695170083,0.23046712749615977,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.1975,0.1,0.005,10000,250,9765,0.21718598426254235,0.21697327188940094,0.004327694275343841,0.20831797235023042,0.2168458781362007,0.22537378392217103,-0.5421068770923161,0.016026316196445622,-0.5727793433910158,-0.5417933788527785,-0.5095715358357544,-4.928244337202873,0.14569378360405108,-5.2070849399183246,-4.925394353207077,-4.632468507597767,0.2322299539170507,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.2,0.1,0.005,10000,250,9765,0.21968598426254235,0.2194867383512545,0.004003757417070822,0.21202764976958524,0.2196620583717358,0.22689708141321044,-0.5513850081123696,0.014635769433681525,-0.5781862077573154,-0.5521608945594445,-0.5237422960574661,-5.012590982839724,0.13305244939710476,-5.256238252339231,-5.01964449599495,-4.761293600522419,0.23411505376344086,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.2025,0.1,0.005,10000,250,9765,0.22218598426254235,0.22190148489503325,0.0040033333601072404,0.21443932411674346,0.2218125960061444,0.22924219150025602,-0.5601764250950991,0.014484600719013469,-0.5864367968755486,-0.5599879240070089,-0.5328271782331653,-5.092512955409992,0.13167818835466788,-5.331243607959533,-5.090799309154627,-4.843883438483321,0.23592611367127497,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.20500000000000002,0.1,0.005,10000,250,9765,0.22468598426254235,0.22472790578597027,0.004041788183696212,0.2169431643625192,0.2246799795186892,0.23236047107014848,-0.5703402783145984,0.014451673569495947,-0.5972679805758159,-0.5703037957954804,-0.5421537286469735,-5.184911621041803,0.1313788506317813,-5.429708914325599,-5.184579961777095,-4.928670260427032,0.2380459293394777,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.20750000000000002,0.1,0.005,10000,250,9765,0.22718598426254236,0.22712872503840245,0.003924138045456542,0.2202995391705069,0.2270353302611367,0.2350230414746544,-0.5788796708107892,0.013856685492547541,-0.6063916777781535,-0.5786756122454149,-0.5544891280114465,-5.262542461916266,0.12596986811406855,-5.512651616165032,-5.260687384049226,-5.0408102546495135,0.23984654377880185,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.21000000000000002,0.1,0.005,10000,250,9765,0.22968598426254236,0.22987936507936507,0.004100136581060084,0.22157450076804916,0.22980030721966205,0.2376625704045059,-0.5885263889094959,0.014315030489044075,-0.6153240982724153,-0.5883870555484312,-0.5591250379902747,-5.350239899177236,0.13013664080949155,-5.59385543884014,-5.348973232258465,-5.082954890820679,0.24190952380952382,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.21250000000000002,0.1,0.005,10000,250,9765,0.23218598426254236,0.231510496671787,0.004369017757395352,0.22398617511520738,0.231131592421915,0.2403251408090118,-0.5941772322938947,0.01510357020231869,-0.624222096086475,-0.5930183342347712,-0.5678202446885617,-5.401611202671771,0.13730518365744263,-5.674746328058864,-5.391075765770648,-5.16200222444147,0.24313287250384025,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.21500000000000002,0.1,0.005,10000,250,9765,0.23468598426254236,0.23466338965693803,0.004416524979736601,0.22679723502304147,0.23461341525857654,0.24309011776753714,-0.6050100678649342,0.01502024771522307,-0.6333437455829938,-0.604995460048853,-0.5778333508775768,-5.500091526044856,0.13654770650202788,-5.757670414390852,-5.499958727716845,-5.253030462523426,0.24549754224270356,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.21750000000000003,0.1,0.005,10000,250,9765,0.23718598426254237,0.23689216589861753,0.004404955094501975,0.22802611367127495,0.2368663594470046,0.24575268817204302,-0.6125743496553777,0.014844676355914794,-0.6420142336813026,-0.6126413795683825,-0.5821698064780718,-5.5688577241397965,0.13495160323558905,-5.836493033466388,-5.569467086985296,-5.292452786164289,0.24716912442396316,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.22,0.1,0.005,10000,250,9765,0.23968598426254234,0.23964116743471583,0.004250790791496564,0.23146185355862775,0.23963133640552994,0.24770865335381465,-0.6218045987606164,0.014157954515104454,-0.6483130097110228,-0.6219143261674567,-0.5941628796642919,-5.652769079641968,0.12870867741004047,-5.893754633736571,-5.653766601522333,-5.4014807242208365,0.24923087557603685,0.0,0.0,1.0,insecure,0.0,0.1,0.005
0.01,0.2,0.01,10000,250,9530,0.039685984262542336,0.03945519412381951,0.001929812002169879,0.036306400839454356,0.039349422875131164,0.04302203567681007,0.48043003058787204,0.017747143404212386,0.4479054999476827,0.48126393264122247,0.5096806491605689,4.367545732617018,0.16133766731102162,4.07186818134257,4.375126660374749,4.633460446914262,0.16859139559286465,1.0,0.0,0.0,secure,0.0,0.2,0.01
0.0125,0.2,0.01,10000,250,9530,0.04218598426254234,0.042083945435466945,0.0020500762155982832,0.03819517313746065,0.042077649527806925,0.046017838405036725,0.45648274473112405,0.01847313127597446,0.42139904572086867,0.45638986745223287,0.4919565173098764,4.149843133919309,0.1679375570543133,3.8309004156442605,4.148998795020299,4.472331975544331,0.1705629590766002,1.0,0.0,0.0,secure,0.0,0.2,0.01
0.015,0.2,0.01,10000,250,9530,0.04468598426254234,0.044886044071353624,0.0020174728834111556,0.04081846799580273,0.04491080797481637,0.04853620146904512,0.43147807155638795,0.017809844986286204,0.39957481849764376,0.4311230102057585,0.4678019192044426,3.922527923239891,0.1619076816935109,3.6324983499785795,3.919300092779623,4.252744720040387,0.17266453305351523,1.0,0.0,0.0,secure,0.0,0.2,0.01
0.0175,0.2,0.01,10000,250,9530,0.04718598426254234,0.04716096537250787,0.0022088862750891925,0.04312696747114376,0.047114375655823715,0.05147429171038825,0.4115983878990954,0.019178902859514367,0.3746129367039348,0.4118461685497441,0.446966674983152,3.741803526355413,0.1743536623592215,3.4055721518539523,3.7440560777249465,4.063333408937746,0.17437072402938095,1.0,0.0,0.0,secure,0.0,0.2,0.01
0.02,0.2,0.01,10000,250,9530,0.04968598426254234,0.049743126967471143,0.002152766994494181,0.045296432318992656,0.04989506820566632,0.05346799580272823,0.38939852613661935,0.018365875862616163,0.35796685418119745,0.3879645719597719,0.4277269809766896,3.539986601241994,0.1669625078419651,3.254244128919977,3.5269506541797444,3.888427099788087,0.1763073452256034,1.0,0.0,0.0,secure,0.0,0.2,0.01
0.0225,0.2,0.01,10000,250,9530,0.05218598426254234,0.05226988457502623,0.0022647038432767885,0.04810598111227702,0.05236096537250787,0.05688352570828961,0.3680910668442874,0.0189277970350353,0.32997262414657874,0.3671810835761523,0.4032745041793976,3.3462824258571584,0.1720708821366845,2.9997511286052614,3.338009850692294,3.666131856176342,0.17820241343126966,1.0,0.0,0.0,secure,0.0,0.2,0.01
