eta,attack,drift,shots,n_repeats,n_eff,qber_mean_det,qber_obs_mean,qber_obs_sd,qber_obs_ci_low,qber_obs_ci_med,qber_obs_ci_high,margin_mean,margin_sd,margin_ci_low,margin_ci_med,margin_ci_high,psi_mean,psi_sd,psi_ci_low,psi_ci_med,psi_ci_high,mean_leakage,p_secure,p_transition,p_insecure,dominant_phase
0.08499999999999999,0.1,0.01,10000,250,9710,0.10918598426254233,0.10961977342945417,0.003246481083680825,0.10336508753861998,0.10942327497425335,0.11581359423274974,-0.03726649548935019,0.019592621161469977,-0.07429775462824288,-0.03623321763469721,0.0009692589971661938,-0.33878632263045627,0.17811473783154527,-0.6754341329840262,-0.32939288758815644,0.00881144542878358,0.15621483007209064,0.016,0.016,0.968,insecure
0.0875,0.1,0.01,10000,250,9710,0.11168598426254234,0.11169598352214213,0.0032984225339948445,0.10576725025746653,0.11138002059732235,0.11890319258496396,-0.049748951826182095,0.01970990952270248,-0.09228507515035078,-0.04801443535003623,-0.013915770461620281,-0.4522631984198372,0.1791809956609316,-0.8389552286395525,-0.4364948668185112,-0.126507004196548,0.15777198764160658,0.0,0.004,0.996,insecure
0.09,0.1,0.01,10000,250,9710,0.11418598426254234,0.11426529351184345,0.0033582591101911185,0.10702626158599382,0.11441812564366632,0.12073377960865088,-0.06502259136660783,0.0198790596609609,-0.10281801790042812,-0.06608577562520389,-0.021646546898089224,-0.5911144669691621,0.18071872419055363,-0.9347092536402555,-0.6007797784109444,-0.1967867899826293,0.1596989701338826,0.0,0.004,0.996,insecure
0.0925,0.1,0.01,10000,250,9710,0.11668598426254234,0.11657796086508754,0.003464556011762229,0.10988671472708549,0.11642636457260555,0.12296601441812564,-0.07860485278052942,0.020289870096255543,-0.11553922498741752,-0.07788649400234925,-0.03903372507733281,-0.7145895707320858,0.18445336451141403,-1.0503565907947048,-0.7080590363849931,-0.35485204615757104,0.16143347064881566,0.0,0.004,0.996,insecure
0.095,0.1,0.01,10000,250,9710,0.11918598426254234,0.11925314109165808,0.0034619087094097667,0.11261071060762101,0.11946446961894953,0.125653964984552,-0.09414175724248051,0.01998742536314899,-0.13068009161697167,-0.09552447938912022,-0.055366842410448563,-0.8558341567498228,0.18170386693771812,-1.1880008328815606,-0.868404358082911,-0.5033349310040778,0.16343985581874354,0.0,0.0,1.0,insecure
0.0975,0.1,0.01,10000,250,9710,0.12168598426254235,0.12169680741503604,0.0033752650537416367,0.11528836251287333,0.121524201853759,0.12892636457260556,-0.10816986202619153,0.01921978849641333,-0.14885754211746213,-0.10733805210124579,-0.07121333022674628,-0.9833623820562866,0.1747253499673939,-1.3532503828860194,-0.9758004736476891,-0.6473939111522389,0.16527260556127704,0.0,0.0,1.0,insecure
0.09999999999999999,0.1,0.01,10000,250,9710,0.12418598426254232,0.12441441812564367,0.003293457500671403,0.11876673532440783,0.1243048403707518,0.13152420185375902,-0.12357918881012708,0.01849097118659773,-0.16309212135568069,-0.12310478550413993,-0.09149630497756528,-1.1234471710011555,0.16809973805997935,-1.4826556486880063,-1.1191344136739994,-0.831784590705139,0.16731081359423278,0.0,0.0,1.0,insecure
0.1025,0.1,0.01,10000,250,9710,0.12668598426254232,0.12656065911431513,0.0034506036124358486,0.11929454170957776,0.12651905252317197,0.13311534500514932,-0.13558994791296125,0.019257530935714386,-0.17172640144835924,-0.1355129620269605,-0.0945437733231788,-1.2326358901178294,0.17506846305194895,-1.5611491040759933,-1.2319360184269137,-0.8594888483925346,0.16892049433573636,0.0,0.0,1.0,insecure
0.105,0.1,0.01,10000,250,9710,0.12918598426254232,0.12931740473738415,0.003317337204558007,0.12350411946446962,0.12935118434603501,0.13591915550978373,-0.1508715525512407,0.018222669621203544,-0.18678707968484512,-0.1511976369914766,-0.11858571260829336,-1.371559568647643,0.16566063292003222,-1.698064360771319,-1.374523972649787,-1.078051932802667,0.1709880535530381,0.0,0.0,1.0,insecure
0.1075,0.1,0.01,10000,250,9710,0.13168598426254233,0.13143604531410916,0.0032922747945748143,0.12538105046343975,0.13151390319258496,0.13748712667353244,-0.16247582412100658,0.017939025227182458,-0.1951250024909349,-0.16303640419495447,-0.12915176639329828,-1.4770529465546054,0.16308204751984054,-1.773863659008499,-1.4821491290450406,-1.1741069672118025,0.17257703398558188,0.0,0.0,1.0,insecure
0.11,0.1,0.01,10000,250,9710,0.13418598426254233,0.1339794026776519,0.0033157895709720595,0.12723480947476828,0.13403707518022656,0.14024459320288363,-0.17625224179109897,0.017875818777923085,-0.20964342280130185,-0.17669903411181265,-0.13949645605114852,-1.602293107191809,0.16250744343566442,-1.9058492981936532,-1.6063548555619331,-1.2681496004649864,0.17448455200823895,0.0,0.0,1.0,insecure
0.1125,0.1,0.01,10000,250,9710,0.13668598426254233,0.13701791967044283,0.0034366015581134635,0.12979917610710606,0.1368692070030896,0.14415808444902162,-0.19249272771406073,0.018243920077316386,-0.22993681882575895,-0.19184630466517383,-0.15365888809925296,-1.7499338883096425,0.16585381888469442,-2.0903347165978086,-1.744057315137944,-1.3968989827204814,0.17676343975283215,0.0,0.0,1.0,insecure
0.11499999999999999,0.1,0.01,10000,250,9710,0.13918598426254233,0.13901091658084447,0.003568030053332425,0.13215499485066942,0.13892893923789906,0.14591915550978374,-0.2030177293665445,0.018781682715337127,-0.2389509838021969,-0.20273922777509312,-0.1665229504312161,-1.8456157215140405,0.17074257013942842,-2.1722816709290624,-1.843083888864483,-1.5138450039201463,0.17825818743563338,0.0,0.0,1.0,insecure
0.1175,0.1,0.01,10000,250,9710,0.14168598426254234,0.14178537590113285,0.0033814293972126903,0.13483264675592174,0.14212152420185376,0.14786560247167868,-0.21754120388831402,0.0175989871997641,-0.24883157901925837,-0.21942148216161728,-0.18097402761560583,-1.9776473080755819,0.15999079272512823,-2.26210526381144,-1.9947407469237934,-1.645218432869144,0.18033903192584966,0.0,0.0,1.0,insecure
0.12,0.1,0.01,10000,250,9710,0.14418598426254234,0.14415983522142123,0.0036157649365789932,0.13673274974253347,0.1443872296601442,0.15077239958805355,-0.2297933651436549,0.01861135370271019,-0.26342513179382177,-0.231113892234727,-0.1911207996379604,-2.0890305922150443,0.16919412457009264,-2.3947739253983795,-2.1010353839520635,-1.7374618148905492,0.18211987641606592,0.0,0.0,1.0,insecure
0.1225,0.1,0.01,10000,250,9710,0.14668598426254234,0.14664593202883622,0.003557145329113049,0.14026776519052522,0.14649845520082388,0.15309474768280124,-0.2425054385447128,0.01808758625604263,-0.27494738027336085,-0.2419011136077489,-0.20976467347334327,-2.2045948958610255,0.16443260232766027,-2.4995216388487353,-2.199101032797717,-1.9069515770303933,0.18398444902162717,0.0,0.0,1.0,insecure
0.125,0.1,0.01,10000,250,9710,0.14918598426254234,0.14894047373841401,0.0032703863393462058,0.14260298661174048,0.14897013388259528,0.15528063851699278,-0.25412909794979116,0.016448323307520774,-0.2856830586952857,-0.2543994777799712,-0.2219160337311304,-2.310264526816283,0.1495302118865525,-2.597118715411688,-2.3127225252724655,-2.0174184884648216,0.1857053553038105,0.0,0.0,1.0,insecure
0.1275,0.1,0.01,10000,250,9710,0.15168598426254234,0.15138578784757983,0.003620317171733535,0.14500514933058703,0.1512358393408857,0.1588053553038105,-0.2663338480395438,0.017968335385759676,-0.30277322293737574,-0.2657341165908944,-0.23428185652221634,-2.4212168003594887,0.16334850350690616,-2.752483844885234,-2.415764696280858,-2.129835059292876,0.18753934088568486,0.0,0.0,1.0,insecure
0.13,0.1,0.01,10000,250,9710,0.15418598426254235,0.154053964984552,0.003659804158564335,0.14688208032955716,0.1540679711637487,0.16040679711637487,-0.2795238833903316,0.017974519391177904,-0.3104490336068496,-0.27974033640205087,-0.24385016624142197,-2.5411262126393774,0.16340472173798096,-2.822263941880451,-2.5430939672913717,-2.216819693103836,0.189540473738414,0.0,0.0,1.0,insecure
0.1325,0.1,0.01,10000,250,9710,0.15668598426254235,0.15642306900102987,0.003415521390631587,0.1487358393408857,0.15664263645726056,0.1635195674562307,-0.2911247894119239,0.016639642933989233,-0.32521214820839844,-0.2923190647684283,-0.2532207415226393,-2.646588994653853,0.15126948121808392,-2.956474074621804,-2.657446043349348,-2.3020067411149028,0.1913173017507724,0.0,0.0,1.0,insecure
0.135,0.1,0.01,10000,250,9710,0.15918598426254235,0.15900391349124612,0.00379412495268412,0.15205458290422247,0.15932028836251289,0.1658882595262616,-0.3035731740699047,0.01824471333597613,-0.3363091144984243,-0.305247375322398,-0.2698015317024398,-2.759756127908224,0.16586103032705574,-3.057355586349312,-2.774976139294527,-2.452741197294907,0.1932529351184346,0.0,0.0,1.0,insecure
0.1375,0.1,0.01,10000,250,9710,0.16168598426254235,0.16209227600411946,0.0035975894434553866,0.1551905252317199,0.16199794026776518,0.16846292481977343,-0.31833153378749635,0.01705107624682662,-0.3482383722360739,-0.31802122146735645,-0.28524226361988253,-2.8939230344317854,0.15500978406206017,-3.1658033839643083,-2.891102013339604,-2.5931114874534775,0.1955692070030896,0.0,0.0,1.0,insecure
0.14,0.1,0.01,10000,250,9710,0.16418598426254236,0.1642327497425335,0.003370578218756761,0.1581307929969104,0.1641091658084449,0.1713465499485067,-0.32844689387911224,0.01580187890255386,-0.3614371135468843,-0.32798532996933594,-0.2995233352020242,-2.985880853446475,0.14365344456867143,-3.2857919413353116,-2.981684817903054,-2.7229394109274927,0.1971745623069001,0.0,0.0,1.0,insecure
0.14250000000000002,0.1,0.01,10000,250,9710,0.16668598426254236,0.16660226570545827,0.00410064235753684,0.1592173017507724,0.16683831101956745,0.17441297631307928,-0.3394571296690558,0.019043950737235506,-0.3752871625698813,-0.34072703211368205,-0.30475300230214064,-3.0859739060823252,0.17312682488395914,-3.4117014779080117,-3.0975184737607457,-2.7704818391103694,0.1989516992790937,0.0,0.0,1.0,insecure
0.14500000000000002,0.1,0.01,10000,250,9710,0.16918598426254236,0.16927415036045315,0.004034169242552069,0.16199794026776518,0.16920700308959835,0.1772399588053553,-0.3518024654088452,0.01850396804222988,-0.3878888543991187,-0.35166044055918,-0.31802122146735645,-3.1982042309895014,0.16821789129299888,-3.5262623127192607,-3.1969130959925454,-2.891102013339604,0.20095561277033988,0.0,0.0,1.0,insecure
0.14750000000000002,0.1,0.01,10000,250,9710,0.17168598426254236,0.17150566426364572,0.004005270607176629,0.16387487126673533,0.17173017507723998,0.1787847579814624,-0.3619981643860825,0.01821445971381,-0.39470804167610607,-0.36318022431978336,-0.3268842050054044,-3.2908924035098406,0.16558599739827273,-3.588254924328237,-3.3016384029071215,-2.9716745909582216,0.2026292481977343,0.0,0.0,1.0,insecure
0.15000000000000002,0.1,0.01,10000,250,9710,0.17418598426254236,0.17438105046343974,0.003954546728932921,0.1662796086508754,0.17425334706488158,0.18187435633367663,-0.37498785287088915,0.01775386175848385,-0.4082060327223961,-0.3745709123328512,-0.33813030496614344,-3.4089804806444466,0.16139874325894413,-3.7109639338399645,-3.4051901121168293,-3.073911863328577,0.2047857878475798,0.0,0.0,1.0,insecure
0.15250000000000002,0.1,0.01,10000,250,9710,0.17668598426254237,0.17714521112255405,0.003680792697636924,0.17018022657054582,0.1772399588053553,0.18464212152420184,-0.3873353752471063,0.01633678573601538,-0.4201402757679046,-0.3878888543991187,-0.35611911714713307,-3.5212306840646024,0.1485162339637762,-3.8194570524354963,-3.5262623127192607,-3.2374465195193913,0.20685890834191556,0.0,0.0,1.0,insecure
0.155,0.1,0.01,10000,250,9710,0.17918598426254234,0.17946488156539653,0.00393720036631182,0.17172502574665294,0.17950566426364573,0.18740988671472708,-0.3975441426362696,0.017267743090340112,-0.43192682775946006,-0.3978742598720687,-0.3631567984008233,-3.614037660329723,0.15697948263945555,-3.926607525086,-3.6170387261097154,-3.3014254400074847,0.20859866117404738,0.0,0.0,1.0,insecure
0.1575,0.1,0.01,10000,250,9710,0.18168598426254234,0.1816346035015448,0.0038312295037879096,0.1745854788877446,0.1814109165808445,0.18918640576725027,-0.4070234967788133,0.01661266989441087,-0.43941815876021406,-0.40619316903724667,-0.37606073662889145,-3.7002136070801206,0.15102427176737154,-3.9947105341837643,-3.692665173065879,-3.4187339693535583,0.21022595262615862,0.0,0.0,1.0,insecure
0.16,0.1,0.01,10000,250,9710,0.18418598426254235,0.18379320288362513,0.003857947457973539,0.17631307929969103,0.18372811534500516,0.19097064881565398,-0.41635328692166806,0.016593136102434028,-0.4468803910089631,-0.41621581794928175,-0.38377469755543714,-3.785029881106073,0.15084669184030935,-4.0625490091723915,-3.7837801631752885,-3.4888608868676103,0.21184490216271887,0.0,0.0,1.0,insecure
0.1625,0.1,0.01,10000,250,9710,0.18668598426254235,0.18674644696189494,0.003920794739078539,0.17973480947476828,0.18692070030895983,0.19454170957775488,-0.4289707543639161,0.016660405858498442,-0.461637932497723,-0.42985575218633965,-0.39887851287049075,-3.8997341305810544,0.15145823507725856,-4.196708477252027,-3.9077795653303604,-3.626168298822643,0.21405983522142122,0.0,0.0,1.0,insecure
0.165,0.1,0.01,10000,250,9710,0.18918598426254235,0.18972852729145212,0.0038220321167976887,0.18256179196704428,0.1898043254376931,0.1967610710607621,-0.44155530946759236,0.016005755572195555,-0.4706908305355685,-0.4420092917864159,-0.41118391302327423,-4.014139176978111,0.14550686883814137,-4.27900755032335,-4.018266288967418,-3.7380355729388564,0.2162963954685891,0.0,0.0,1.0,insecure
0.1675,0.1,0.01,10000,250,9710,0.19168598426254235,0.1915946446961895,0.004045948224973488,0.1840036045314109,0.19145211122554068,0.19935890834191555,-0.44932456674246724,0.016777489721707527,-0.48117350061397957,-0.44888400272020423,-0.41740034573915324,-4.084768788567884,0.15252263383370476,-4.374304551036178,-4.080763661092766,-3.794548597628666,0.21769598352214214,0.0,0.0,1.0,insecure
0.17,0.1,0.01,10000,250,9710,0.19418598426254235,0.19431596292481979,0.004051469753472725,0.18596035015447993,0.19438722966014418,0.20170442842430483,-0.4605612291175627,0.0166508254452923,-0.49053310118642496,-0.46100440394832387,-0.425773080074696,-4.186920264705115,0.15137114041174818,-4.4593918289675,-4.190949126802945,-3.870664364315418,0.21973697219361482,0.0,0.0,1.0,insecure
0.17250000000000001,0.1,0.01,10000,250,9710,0.19668598426254236,0.19663398558187437,0.0038955019961615335,0.18890061791967044,0.19660144181256436,0.2049536560247168,-0.4700369621576994,0.0158073864754262,-0.5033360451293679,-0.470042767219628,-0.4382173143662595,-4.273063292342722,0.14370351341296547,-4.5757822284488,-4.273116065632982,-3.983793766965995,0.22147548918640578,0.0,0.0,1.0,insecure
0.17500000000000002,0.1,0.01,10000,250,9710,0.19918598426254236,0.19932317198764163,0.004243162062108241,0.1919104016477858,0.19922760041194645,0.2078038105046344,-0.4808681427668034,0.017003977685428787,-0.514412943606998,-0.4806465858540153,-0.4507869531338157,-4.371528570607302,0.15458161532207987,-4.676481305518163,-4.369514416854685,-4.098063210307416,0.22349237899073124,0.0,0.0,1.0,insecure
0.17750000000000002,0.1,0.01,10000,250,9710,0.20168598426254236,0.20178208032955716,0.004065177854496012,0.19335221421215243,0.20175077239958805,0.21029866117404739,-0.49069384588993126,0.016142195839390364,-0.5239918672823843,-0.4907171041810775,-0.4567485272979938,-4.46085314445392,0.14674723490354877,-4.763562429839857,-4.461064583464341,-4.152259339072671,0.2253365602471679,0.0,0.0,1.0,insecure
0.18000000000000002,0.1,0.01,10000,250,9710,0.20418598426254236,0.20419402677651904,0.003996911185475138,0.19724253347064882,0.203913491246138,0.21270082389289394,-0.5002188419715445,0.01564729992441182,-0.5331125556089747,-0.499258129608,-0.47264291111405154,-4.547444017923132,0.1422481811310166,-4.846477778263408,-4.538710269163636,-4.2967537374004685,0.2271455200823893,0.0,0.0,1.0,insecure
0.18250000000000002,0.1,0.01,10000,250,9710,0.20668598426254237,0.20636045314109167,0.004071045046179944,0.19826210092687951,0.2065396498455201,0.21411946446961894,-0.5086759561658024,0.015844114766522525,-0.5384521666553255,-0.5095176428620785,-0.47676228410151744,-4.624326874234567,0.1440374069683866,-4.895019696866596,-4.631978571473441,-4.334202582741068,0.22877033985581874,0.0,0.0,1.0,insecure
0.18500000000000003,0.1,0.01,10000,250,9710,0.20918598426254237,0.20914850669412977,0.0038635124922482226,0.2015447991761071,0.20885684860968073,0.2167636457260556,-0.5194597380319642,0.014818264912987645,-0.5483130470925036,-0.5184693197201663,-0.4898993130937329,-4.722361254836038,0.1347114992089786,-4.984664064477306,-4.713357452001512,-4.453630119033935,0.23086138002059733,0.0,0.0,1.0,insecure
0.1875,0.1,0.01,10000,250,9710,0.21168598426254234,0.2115406797116375,0.004126232141402049,0.2039366632337796,0.2111740473738414,0.21967044284243048,-0.5285735697406175,0.01564903466181049,-0.5590159722076021,-0.5273271866233153,-0.4993491728297126,-4.805214270369251,0.14226395147100443,-5.081963383705474,-4.793883514757412,-4.539537934815569,0.23265550978372812,0.0,0.0,1.0,insecure
0.19,0.1,0.01,10000,250,9710,0.21418598426254234,0.21443831101956745,0.004099155182084421,0.20644438722966016,0.21431513903192584,0.22207260556127703,-0.5395043429038908,0.015381515149686466,-0.5677532693647882,-0.53918622173019,-0.509146838279636,-4.904584935489918,0.1398319559062406,-5.16139335786171,-4.901692924819909,-4.628607620723964,0.2348287332646756,0.0,0.0,1.0,insecure
0.1925,0.1,0.01,10000,250,9710,0.21668598426254235,0.2168411946446962,0.004240928390578446,0.20869721936148303,0.2168898043254377,0.22505921730175077,-0.5484482618332679,0.015715810367772084,-0.578482213840915,-0.5487805533314266,-0.5178556015399575,-4.985893289393345,0.14287100334338262,-5.258929216735591,-4.988914121194787,-4.707778195817795,0.23663089598352216,0.0,0.0,1.0,insecure
0.195,0.1,0.01,10000,250,9710,0.21918598426254235,0.2188778578784758,0.0040239681631547486,0.21120494335736353,0.21910401647785788,0.22755406797116373,-0.5559757846460112,0.014756412557966156,-0.5873314744404436,-0.5569415516294302,-0.527443660327036,-5.054325314963736,0.13414920507241956,-5.339377040367669,-5.063105014813001,-4.794942366609418,0.23815839340885686,0.0,0.0,1.0,insecure
0.1975,0.1,0.01,10000,250,9710,0.22168598426254235,0.2215847579814624,0.004146695717151722,0.21360710607621008,0.22162718846549948,0.2293048403707518,-0.5658434934636805,0.015039494312869502,-0.5934803716348868,-0.5661405844364943,-0.5365275113371725,-5.144031758760732,0.1367226755715409,-5.395276105771698,-5.146732585786312,-4.877522830337931,0.24018856848609682,0.0,0.0,1.0,insecure
0.2,0.1,0.01,10000,250,9710,0.22418598426254235,0.22333429454170955,0.003951214083421065,0.21567713697219362,0.2235839340885685,0.230437693099897,-0.5721745621563502,0.014215552191371243,-0.5974323848001482,-0.5732011543425929,-0.544275695994541,-5.201586928694093,0.12923229264882943,-5.431203498183165,-5.210919584932663,-4.947960872677645,0.2415007209062822,0.0,0.0,1.0,insecure
0.2025,0.1,0.01,10000,250,9710,0.22668598426254236,0.22708465499485067,0.0038391532873768867,0.21951081359423275,0.2272399588053553,0.23355046343975283,-0.5855536206965127,0.013586945102935727,-0.6081841834336107,-0.5862230133079213,-0.5584318537496791,-5.323214733604662,0.12351768275396117,-5.528947122123733,-5.329300120981102,-5.076653215906174,0.244313491246138,0.0,0.0,1.0,insecure
0.20500000000000002,0.1,0.01,10000,250,9710,0.22918598426254236,0.22925767250257467,0.004207443404651191,0.22122811534500514,0.22909371781668383,0.23793254376931,-0.5931714409986076,0.014726083764647652,-0.6230557396525656,-0.5927415846905564,-0.5646923633776744,-5.3924676454418865,0.13387348876952412,-5.664143087750595,-5.388559860823239,-5.13356693979704,0.24594325437693101,0.0,0.0,1.0,insecure
0.20750000000000002,0.1,0.01,10000,250,9710,0.23168598426254236,0.2321005149330587,0.004306216194987834,0.22368692070030896,0.2321318228630278,0.24016477857878477,-0.6030458252293698,0.01490154847104986,-0.6305137891402463,-0.6033035601584603,-0.573570996885444,-5.482234774812453,0.13546862246408967,-5.731943537638602,-5.484577819622366,-5.214281789867672,0.24807538619979405,0.0,0.0,1.0,insecure
0.21000000000000002,0.1,0.01,10000,250,9710,0.23418598426254236,0.23424593202883626,0.0041914041562145865,0.22666323377960865,0.23408856848609683,0.24199536560247167,-0.6104242628695199,0.014326275158133037,-0.6365709615001,-0.6100268959314945,-0.584183290665996,-5.549311480631999,0.1302388650739367,-5.787008740909999,-5.545699053922677,-5.3107571878726905,0.24968444902162718,0.0,0.0,1.0,insecure
0.21250000000000002,0.1,0.01,10000,250,9710,0.23668598426254236,0.23643007209062825,0.004291063703392969,0.22885942327497424,0.23656024716786817,0.24460350154479918,-0.6178449692180192,0.014503667009530777,-0.6451097598942913,-0.6184316916244129,-0.5919208224156471,-5.616772447436538,0.13185151826846164,-5.864634180857194,-5.622106287494663,-5.381098385596792,0.25132255406797116,0.0,0.0,1.0,insecure
0.21500000000000002,0.1,0.01,10000,250,9710,0.23918598426254237,0.2391060762100927,0.004205466347578882,0.23081616889804327,0.23913491246138002,0.24642378990731206,-0.6268467776760506,0.014057002725844911,-0.6510065989039396,-0.6270828170545267,-0.598748104554763,-5.698607069782278,0.12779093387131735,-5.918241808217633,-5.700752882313879,-5.4431645868614815,0.25332955715756955,0.0,0.0,1.0,insecure
0.21750000000000003,0.1,0.01,10000,250,9710,0.24168598426254237,0.2416465499485067,0.004181489330242264,0.2333676622039135,0.2417610710607621,0.24922760041194644,-0.6352837517806466,0.01379954397371575,-0.6599886095974558,-0.6357986506388328,-0.6075571194377368,-5.775306834369515,0.12545039976105224,-5.999896450885961,-5.779987733080298,-5.523246540343062,0.25523491246138,0.0,0.0,1.0,insecure
0.22,0.1,0.01,10000,250,9710,0.24418598426254234,0.24369145211122553,0.004340312167071703,0.2357826982492276,0.24356333676622038,0.25220133882595264,-0.6419892520456286,0.01416813475297514,-0.669382163669286,-0.641717194745856,-0.6157982068925016,-5.836265927687533,0.1288012250270467,-6.085292396993509,-5.8337926795077815,-5.598165517204561,0.25676858908341915,0.0,0.0,1.0,insecure
0.01,0.15,0.01,10000,250,9620,0.03693598426254234,0.03721829521829523,0.0019706372363619907,0.033471933471933474,0.03711018711018711,0.04095634095634096,0.5013684061690313,0.018503684792747332,0.46667160871160834,0.5022277132036482,0.5369610844464697,4.557894601536648,0.16821531629770303,4.24246917010553,4.565706483669529,4.881464404058816,0.13441372141372143,1.0,0.0,0.0,secure
0.0125,0.15,0.01,10000,250,9620,0.039435984262542335,0.03928274428274429,0.002055116021714427,0.03513513513513514,0.0393970893970894,0.042931392931392934,0.4821651114239535,0.01898941953858992,0.448841979245348,0.4809494497259908,0.5209435149680628,4.383319194763213,0.17263108671445382,4.080381629503163,4.372267724781734,4.7358501360732985,0.13596205821205823,1.0,0.0,0.0,secure
0.015,0.15,0.01,10000,250,9620,0.04193598426254234,0.04203492723492724,0.002077045894808192,0.03827702702702703,0.0420997920997921,0.04604989604989605,0.45705397568506617,0.018731501889922095,0.4212432833901934,0.4563150902600838,0.49131978925592057,4.155036142591511,0.1702863808174736,3.8294843944563035,4.148319002364398,4.466543538690187,0.13802619542619543,1.0,0.0,0.0,secure
0.0175,0.15,0.01,10000,250,9620,0.04443598426254234,0.04440291060291061,0.0022606686175856987,0.03985966735966736,0.04449064449064449,0.04872920997920998,0.43591007300553963,0.02003078232963712,0.39804349961282404,0.43496010579876215,0.47669494600678547,3.9628188455049056,0.18209802117851923,3.618577269207491,3.954182779988747,4.333590418243504,0.139802182952183,1.0,0.0,0.0,secure
0.02,0.15,0.01,10000,250,9620,0.04693598426254234,0.04698503118503119,0.0021252342263079174,0.04313929313929314,0.04698544698544699,0.05103950103950104,0.41323865412375776,0.018448641622127827,0.3783987016135087,0.41309018213809806,0.44698132512070093,3.7567150374887075,0.16771492383752568,3.4399881964864427,3.755365292164528,4.063466592006372,0.1417387733887734,1.0,0.0,0.0,secure
0.0225,0.15,0.01,10000,250,9620,0.04943598426254234,0.04918419958419959,0.002166241334314198,0.04482588357588358,0.04916839916839917,0.05363825363825364,0.3942931404513866,0.01852182340065903,0.3566805927623293,0.3942838213616215,0.43199731201481767,3.584483095012605,0.16838021273326392,3.2425508432939023,3.584398376014741,3.9272482910437967,0.1433881496881497,1.0,0.0,0.0,secure
0.025,0.15,0.01,10000,250,9620,0.05193598426254234,0.05172723492723493,0.0020949833704596325,0.04802494802494803,0.05171517671517672,0.056005717255717256,0.37274128783184346,0.017570211117346024,0.33723017235395447,0.3727141315884033,0.4040972867928992,3.3885571621076678,0.1597291919758729,3.065728839581404,3.3883102871673025,3.6736116981172655,0.1452954261954262,1.0,0.0,0.0,secure
0.027500000000000004,0.15,0.01,10000,250,9620,0.05443598426254234,0.054353430353430356,0.0025196952146626563,0.04965436590436591,0.054261954261954265,0.05902027027027027,0.3509490584893088,0.02074100002945712,0.31290467171473507,0.35152604809859317,0.390138156983856,3.190445986266444,0.18855454572233743,2.84458792467941,3.195691346350847,3.546710518035055,0.14726507276507278,1.0,0.0,0.0,secure
0.03,0.15,0.01,10000,250,9620,0.05693598426254234,0.05703326403326403,0.002263001509288565,0.05280665280665281,0.056912681912681916,0.06182692307692308,0.32902063333305626,0.018301018436115854,0.2906818414031688,0.3298605256358408,0.36358775817751715,2.991096666664148,0.16637289487378046,2.6425621945742614,2.9987320512349163,3.305343256159247,0.14927494802494806,1.0,0.0,0.0,secure
0.0325,0.15,0.01,10000,250,9620,0.05943598426254234,0.05937214137214138,0.0025156722132049277,0.05532484407484408,0.05930353430353431,0.06511694386694387,0.3102583268226241,0.019977189635739682,0.26513176171361247,0.31064356154169215,0.3427921681851353,2.8205302438420374,0.18161081487036076,2.4102887428510225,2.824032377651747,3.1162924380466848,0.15102910602910605,1.0,0.0,0.0,secure
0.035,0.15,0.01,10000,250,9620,0.06193598426254234,0.06190561330561332,0.00242098575983715,0.05748440748440749,0.061850311850311854,0.06741683991683992,0.29020932466455235,0.018972671045879103,0.24757361423367102,0.29049827422642366,0.32523758339324454,2.638266587859567,0.17247882768981007,2.2506692203061003,2.640893402058397,2.9567053035749504,0.15292920997920997,1.0,0.0,0.0,secure
0.0375,0.15,0.01,10000,250,9620,0.06443598426254234,0.06416548856548857,0.002554172682017053,0.058859147609147615,0.06413721413721414,0.0683991683991684,0.27262168292746425,0.019770550009837205,0.24014933390765575,0.27268396117514165,0.3141926785529087,2.47837893570422,0.17973227281670187,2.1831757627968704,2.478945101592197,2.8562970777537156,0.15462411642411644,1.0,0.0,0.0,secure
0.04,0.15,0.01,10000,250,9620,0.06693598426254234,0.06707276507276506,0.0026500018897676367,0.06208160083160084,0.06715176715176716,0.07222193347193348,0.25034594810119565,0.020159665124041225,0.21166891459122128,0.24958433431664834,0.28868497208734084,2.275872255465415,0.18326968294582935,1.9242628599201934,2.268948493787712,2.624408837157644,0.15680457380457383,1.0,0.0,0.0,secure
0.0425,0.15,0.01,10000,250,9620,0.06943598426254234,0.06930935550935552,0.002592726659182377,0.06436850311850312,0.06928274428274428,0.07446205821205822,0.23345923041421435,0.019431077187303455,0.19527428813056125,0.2335089709652292,0.270896472308701,2.1223566401292215,0.17664615624821323,1.7752208011869204,2.1228088269566294,2.4626952028063727,0.15848201663201666,1.0,0.0,0.0,secure
0.045000000000000005,0.15,0.01,10000,250,9620,0.07193598426254234,0.07193305613305613,0.0028947330188042043,0.06686330561330561,0.07172557172557173,0.07744282744282745,0.21397867652697625,0.02132612808820641,0.17378323772240184,0.21533065936697832,0.2517763805268783,1.945260695699784,0.19387389171096733,1.5798476156581986,1.957551448790712,2.2888761866079848,0.1604497920997921,1.0,0.0,0.0,secure
0.0475,0.15,0.01,10000,250,9620,0.07443598426254233,0.07442702702702704,0.002580082758229535,0.06950883575883576,0.07422037422037422,0.07920997920997921,0.19566749126060676,0.018758382280545643,0.16121272491462085,0.19703254496186257,0.23181575107245786,1.7787953750964252,0.17053074800496038,1.465570226496553,1.7912049541987507,2.107415918840526,0.16232027027027027,1.0,0.0,0.0,secure
